id	filename	md5	size	state
52baf0b4-81b7-49b9-9c95-76059fda76ec	42bec5f7-7623-42e6-bbdf-514fe3805940.htseq.counts.gz	99619c469ba2a3de4c7b297ac90fc8e1	260621	released
3bcc4113-6623-41f5-b99b-85c277eaf77b	c98f395b-003f-41b1-abff-38b6b227d64c.htseq.counts.gz	05987c480d31bd7abc4843b5d5ec630f	253489	released
f4453e30-445d-4218-9eae-d59710564a21	98a25752-dd33-41b0-883f-3ca9cded5c34.htseq.counts.gz	b648183f724870939e230e6fe416aa2e	256741	released
e29c44c4-28be-40a5-92f7-338ad8e29fd4	a4bc2872-29bd-4458-8247-37152e0d0813.htseq.counts.gz	d8e44cf206ff76467081bd09fe0788fe	253992	released
008f1fdc-a5e4-4094-a987-bccc44d5a7c7	7cccb817-cdff-45c0-a4cd-9de57d7d8c48.htseq.counts.gz	04a1b01b38f97d15c8ef873809837b71	252570	released
fdf73b53-a45b-4f06-8418-19896fc3d076	aec2e0c7-4792-41af-873c-3f3a53ec6d38.htseq.counts.gz	8332437c278e6a16f8af95d13bb24ab4	255095	released
af9061ac-7a1f-439f-8c73-c2cfef89244e	b490fdcb-d7ae-4473-93a5-eb332225b81b.htseq.counts.gz	90387ec0f543b3f89dc4e11d99184f0a	251117	released
5b296040-9f5b-4ed4-91f5-1945886f590f	08b04038-cfb4-4a4c-9e20-1585a4af6826.htseq.counts.gz	ad329a7b800b929d89e6e0ee4bbb6c78	251327	released
071439e7-4436-4d19-b54b-9d897e7d802c	67fd4b38-5a38-487d-a235-064580064739.htseq.counts.gz	a208525a7d5f970670a121d6f64e06df	254131	released
07119960-1ac2-48b2-993c-616b0f15eab0	cde0617f-fcd6-4c58-b3cf-dcfabc6fcda7.htseq.counts.gz	35f385ebff0639de275474e710fc3bae	254752	released
2f78facc-02b6-4eb8-841e-ad76ccaa7d2e	b4ce6dd3-35a8-4261-b4d2-a2ab39957593.htseq.counts.gz	aaba7118b155a44672247168fb327a07	256023	released
ae882700-a227-49ae-bf46-dedcae548a09	4cd85f4f-162e-40a8-ab1d-4f6f562c68ff.htseq.counts.gz	ba5b2d2390e4cb10494f920d106c3ef2	254068	released
09bd94d6-a115-4c5e-a9ce-db6277c386e1	4b377b21-fed6-4684-bd4c-93850e8b5b8a.htseq.counts.gz	921a2f1eb8381266d09e28dfa56bf1ef	248787	released
eaf29e54-5ecc-4f5b-b8eb-676177e197fb	94816a7b-6de4-4586-9ea0-0c4fbbc4abd8.htseq.counts.gz	dfcd86a3cef40bd421c168fdedaf5a67	252048	released
40ab23a5-ee9e-4ef1-b0e4-3f1beab872dd	feb22766-4282-47c8-bfe2-7d020b4a15d4.htseq.counts.gz	f2c3fbc10688b2a3be1f67f99423de9e	254356	released
ffa3ad98-54c3-494a-ae04-c501d6bf66f6	df86f65c-b4ca-4d14-92b5-76f600bb12ee.htseq.counts.gz	16d30cf71ac109b53c0d0c23a2f9c4ba	250498	released
787a9458-bce0-4238-95a6-5647aa166e11	a19219b1-db59-4493-83ef-e938e2ffdefd.htseq.counts.gz	045289b53f2aa47bbf63b292a4357403	251932	released
9a7c9567-5d22-4017-97bc-25300d2eac45	01188815-3676-4980-9cb8-7666169328f1.htseq.counts.gz	89b8ad7c2b56bd476bcd693dc81c4fce	248718	released
4ab05cf6-ad72-4b27-b9df-5322de131866	55461fda-c46a-42a8-acf1-7d39149b799e.htseq.counts.gz	b23808bd9370cdaa0db157019cfb0423	251809	released
1fe6aae5-23ae-4c8f-b12e-773086973975	e228d8be-74db-4b34-90d6-5d757f15310b.htseq.counts.gz	05f64b40c9c3ab2c43637c35dca4c17c	253882	released
4d98a852-c30a-437b-a214-ee81015d674b	25b906db-fd54-4b85-b67e-e421826bd794.htseq.counts.gz	38acc858f2e4390e10c82b9423ca4f3c	250164	released
d5879a44-c14d-4db0-9daa-164bee80cec2	20f5f419-da3f-4c43-95fb-f7b6218c49f6.htseq.counts.gz	db717a65735cda53a3ba38b7a707b1bc	253615	released
13dfd8da-5d36-48fa-a82c-77b5c5e77e7b	232f085b-6201-4e4d-8473-e592b8d8e16d.htseq.counts.gz	fb22772a5d5948778ea2f77cdecb3050	252815	released
4381eb58-5827-4773-8765-da4479b781d8	9f124994-5787-488d-b679-a33419ab63e5.htseq.counts.gz	401a5def9e6c75d90d6e7487189e26f7	252586	released
34263800-f9d8-4fb1-b48f-5832ee32f060	09a677f2-d81d-4c3f-adf9-f8594e064e44.htseq.counts.gz	f367a9d3e6ceb4aaf96758e10047a310	242901	released
f111e198-e0af-458f-bf5c-79ce45963d44	01f84c45-2058-4e22-b234-52f0a82a97fc.htseq.counts.gz	7f20fe3cd6c1c9df7388202d6d98e077	254212	released
5bdbcc11-d445-4821-9ada-6e6261cb0a66	e75c2077-0098-42b5-ba41-181a768478de.htseq.counts.gz	0bee342950ec472f58a8d0f196061a83	252147	released
82d7d3b5-85bc-46b9-b9cd-2bdeb279dc0f	cc133a8a-77ad-4570-852e-df72548c6897.htseq.counts.gz	435a535f7904090d6b97eb2eee7ed71e	255221	released
60b36f81-721a-4a61-90f7-cb0d54959167	3828d55b-81ae-42b2-8f5e-d1dcd87e576a.htseq.counts.gz	c7b78dfea109f080d3c30e4692377779	256730	released
2c7cb8b2-4c26-4f91-8bff-48369144d8f7	25c55776-4df2-44c2-bbd3-fadec618115c.htseq.counts.gz	3982bdf7fd0d4bde6b973035a004bbe1	255009	released
0fed1108-f65c-45e0-9695-66fb085119c7	057aa9ac-f22c-4c11-a44d-ad52ae59b4cf.htseq.counts.gz	0eddec535afdee7aca9cacdcfbb52c95	255085	released
9c29f0c5-2b12-4fb6-b19e-6669d099dc75	5047576e-f3de-4244-8f47-f78bc1c10c22.htseq.counts.gz	ee335edafbb7af0328515733ec46e26a	255965	released
0c931ae0-0169-4084-be7f-e50a330baa99	b78b6f49-3cb2-452a-a41c-6dfa90e631db.htseq.counts.gz	c10791f045d9d3e02747a12c1716baae	253906	released
